sentence_id	text	manifesto_id	party	date	majortopic_recoded_label	majortopic_recoded_score
labour-1983-10-3	It has all been swallowed by the huge, mounting cost of mass unemployment.	51320_1983	51320	1983	Macroeconomics	0.984250545501709
labour-1983-10-4	And the oil won't last for ever, although, according to Mrs. Thatcher's economics, the unemployment will.	51320_1983	51320	1983	other	0.9985843896865845
labour-1983-11-1	Our country, no civilised country, can afford the human waste, the industrial and economic waste, involved in these policies.	51320_1983	51320	1983	other	0.9915973544120789
labour-1983-11-2	We in the Labour Party reject them absolutely, and we describe in this Manifesto the real constructive alternative, and how we shall pay for it.	51320_1983	51320	1983	other	0.998776376247406
labour-1983-12-1	See, first, our Emergency Programme of Action to be started immediately we are given the power.	51320_1983	51320	1983	other	0.9985719919204712
labour-1983-12-2	Most of these measures are designed to start the drive for expansion, and the cost of them has been added up.	51320_1983	51320	1983	other	0.9904804825782776
labour-1983-12-3	How fast can the country escape for the present stagnant rut?	51320_1983	51320	1983	other	0.9984322190284729
labour-1983-13-1	That is the real question.	51320_1983	51320	1983	other	0.9950289130210876
labour-1983-14-1	Just a week before Sir Geoffrey Howe, the Tory Chancellor, produced his last Budget to keep us in the rut, Peter Shore, Labour's Shadow Chancellor, produced his budget for expansion.	51320_1983	51320	1983	other	0.9183393120765686
labour-1983-15-1	The costs he set out - an £11 billion expansion - would cover, as they were designed to cover, the items we have listed in the Emergency Programme, the promises we have tabulated.	51320_1983	51320	1983	other	0.9987152814865112
labour-1983-16-1	So little is it true that Labour has not counted the cost.	51320_1983	51320	1983	other	0.9984538555145264
labour-1983-16-2	No party in opposition has ever stated its intentions so clearly and comprehensively.	51320_1983	51320	1983	other	0.994860827922821
labour-1983-17-1	Then what happens?	51320_1983	51320	1983	other	0.9981375932693481
labour-1983-17-2	What happens after the first expansion is launched?	51320_1983	51320	1983	other	0.9744093418121338
labour-1983-17-3	Here in these pages we describe the conditions for success, the pace we can move forward, how that will depend on the response we can secure from all sections of the community, on the partnership we have established with the trade unions.	51320_1983	51320	1983	other	0.986764669418335
labour-1983-17-4	Without that continuing partnership to rebuild our country, all else will fail.	51320_1983	51320	1983	other	0.9991869330406189
labour-1983-17-5	True enough; but Labour is the only party which has worked for this partnership and pledges it for the future.	51320_1983	51320	1983	other	0.9988314509391785
labour-1983-18-1	And where will the money come from?	51320_1983	51320	1983	other	0.9971206784248352
labour-1983-18-2	Some of it will come from those oil revenues now pouring down the drain.	51320_1983	51320	1983	other	0.9991590976715088
labour-1983-18-3	Some of it will come from the billions we waste on the dole queues.	51320_1983	51320	1983	other	0.9991562366485596
labour-1983-18-4	Some of it will come from the billions now being allowed to be exported in investment abroad.	51320_1983	51320	1983	other	0.998916745185852
labour-1983-19-1	Yes, and some of it will be borrowed, Mrs. Thatcher's dirty word.	51320_1983	51320	1983	other	0.9988422989845276
labour-1983-20-1	But borrowing in that sense is what every intelligent government since the war in Britain has done - including even Conservative governments.	51320_1983	51320	1983	other	0.9991598129272461
labour-1983-20-2	Borrowing in that sense is what has been done by other governments in this world slump who have kept their unemployment much lower than ours - and their inflation rates low too.	51320_1983	51320	1983	other	0.9907763600349426
labour-1983-21-1	Of course the slump can be beaten, if we have the will and the right policies.	51320_1983	51320	1983	other	0.9977200627326965
labour-1983-21-2	The European governments which have survived it best have been mostly socialist governments rejecting Thatcherite nostrums.	51320_1983	51320	1983	other	0.9990437626838684
labour-1983-21-3	And the whole wider experience of the Western world since 1945 proves what can be done when governments set before them full employment as a target.	51320_1983	51320	1983	other	0.9990671277046204
labour-1983-21-4	Is it truly realistic and practical to cast all that knowledge aside?	51320_1983	51320	1983	other	0.9383716583251953
labour-1983-22-1	It is just not true that mass unemployment must be accepted.	51320_1983	51320	1983	other	0.9991161227226257
labour-1983-23-1	Rather, if nothing can be done about unemployment, nothing truly enduring can be done about anything else.	51320_1983	51320	1983	other	0.9987418055534363
labour-1983-23-2	Allow it to persist and it will corrode the rest of our society.	51320_1983	51320	1983	other	0.998906135559082
labour-1983-23-3	It will make more deeply endemic than ever the injustices, the bitter hardships, which afflict so many of our people.	51320_1983	51320	1983	other	0.966362714767456
labour-1983-24-1	So let's put a stop to defeatism, and put a stop too to all those sermons about Victorian values.	51320_1983	51320	1983	other	0.9990524649620056
labour-1983-24-2	"The labour movement - the Labour Party and the trade unions acting together - came into being, as one of our poets, Idris Davies, said, to end """"the long Victorian night"""". It was a fight to introduce civilised standards into the world of ruthless, devil-take-the-hindmost individualism."	51320_1983	51320	1983	other	0.9992115497589111
labour-1983-25-1	Particularly after our 1945 victory, when Labour had a majority, we set to work creating a real community in which the strong would come to the aid of the weak, in which the profit test would have to make way for the human test.	51320_1983	51320	1983	other	0.9991090893745422
labour-1983-26-1	It was the Labour Party which created - to take just one example - the National Health Service, in the teeth of bitter Tory opposition.	51320_1983	51320	1983	other	0.9934105277061462
labour-1983-26-2	Labour will come to the rescue of that service and make it worthy of those who founded it, those who serve it, and the patients who need it most of all.	51320_1983	51320	1983	Health	0.9692825078964233
labour-1983-26-3	It is a commonsense example of democratic socialism in action.	51320_1983	51320	1983	other	0.9989088773727417
labour-1983-27-1	Of course, we know that the full work of rebuilding will not be easy.	51320_1983	51320	1983	other	0.9983086585998535
labour-1983-27-2	Of course we know that, thanks to world conditions and the Conservative years of destruction and decay, our task is made much harder.	51320_1983	51320	1983	other	0.9987926483154297
labour-1983-28-1	But the programme of socialist reconstruction outlined in these pages, can be carried through if a Labour government commands the support of the other great democratic institutions in the land - in particular the local authorities and the trade unions.	51320_1983	51320	1983	other	0.999054491519928
labour-1983-29-1	Labour is the only party which desires and can secure the working partnership between the government and the trade unions essential to national recovery.	51320_1983	51320	1983	other	0.997492790222168
labour-1983-30-1	Above all, the new Labour government will play a much more ambitious part in helping to guide the nation towards peace, and, as an essential part of the process, in establishing a sensible defence policy for our country.	51320_1983	51320	1983	other	0.9991010427474976
labour-1983-31-1	One bunch of smears and scares with which Tory propagandists have already disfigured this election campaign suggests that the Labour Party proposes to throw away our defences, to abandon our alliances.	51320_1983	51320	1983	other	0.9992037415504456
labour-1983-32-1	It is just not true.	51320_1983	51320	1983	other	0.9976341724395752
labour-1983-32-2	And it should not be forgotten that one of the last acts of Mrs. Thatcher's government was to stop the debate in the House of Commons when these slanders could have been nailed.	51320_1983	51320	1983	other	0.9989557266235352
labour-1983-33-1	What we do propose to do is to get rid of the nuclear boomerangs which offer no genuine protection to our people but, first and foremost, to help stop the nuclear arms race which is the most dangerous threat to us all.	51320_1983	51320	1983	other	0.9988586902618408
labour-1983-34-1	One of the most wretched features of the present government's record has been the low interest they have devoted to the work of securing international disarmament.	51320_1983	51320	1983	other	0.9988786578178406
labour-1983-34-2	No British initiative of any significance in this field has been taken.	51320_1983	51320	1983	other	0.9977300763130188
labour-1983-35-1	Instead, the programme for establishing American-controlled Cruise missiles on our soil has been accepted without question, and the Trident programme for the expansion of the British-controlled nuclear forces has been accepted without reference to the possibilities of disarmament.	51320_1983	51320	1983	other	0.9990957975387573
labour-1983-36-1	Indeed, the logic of the case for the nuclear deterrent, presented by British Conservative Ministers, is that all peace-loving countries should equip themselves with the same protection.	51320_1983	51320	1983	other	0.9989815354347229
labour-1983-36-2	It is a logic which would intensify the race and destroy the universe.	51320_1983	51320	1983	other	0.9985111355781555
labour-1983-37-1	The first task of a new Labour government will be to restore a sense of sanity in dealing with these supreme questions.	51320_1983	51320	1983	other	0.9987941980361938
labour-1983-37-2	We offer a combined programme of action by this country and of action in association with other countries.	51320_1983	51320	1983	other	0.9898554086685181
labour-1983-38-1	We are the only party that offers such a programme to meet the scale of the challenge.	51320_1983	51320	1983	other	0.9985604882240295
labour-1983-38-2	We are the only party that offers a non-nuclear defence policy.	51320_1983	51320	1983	other	0.9985785484313965
labour-1983-39-1	But we are not alone in our plans and our aspirations.	51320_1983	51320	1983	other	0.9974910020828247
labour-1983-39-2	Multitudes of people in many other lands, on both sides of the Atlantic, in Asia and Africa and Europe too, are ready to join us in the campaign for a nuclear freeze, for fresh exertions to stop the proliferation of these weapons, to stop the whole monstrous nuclear race to destruction.	51320_1983	51320	1983	other	0.998862624168396
labour-1983-41-1	In this campaign document we set out Labour's alternative to mass unemployment.	51320_1983	51320	1983	Macroeconomics	0.9951273202896118
labour-1983-41-2	We explain how a Labour government will help to stop the nuclear arms race.	51320_1983	51320	1983	other	0.9985474944114685
labour-1983-41-3	We provide a radical programme of action, for a full, five-year parliament, to save British industry and rebuild the welfare state.	51320_1983	51320	1983	Macroeconomics	0.9895908236503601
labour-1983-43-1	When the Tories took office in May 1979, unemployment was falling and the economy growing.	51320_1983	51320	1983	Macroeconomics	0.9962795376777649
labour-1983-43-2	Living standards had gone up by a sixth in two years, and North Sea oil held out the prospect of economic growth, high levels of employment and better social services.	51320_1983	51320	1983	other	0.9990320205688477
labour-1983-44-1	All this was thrown away by the Tories.	51320_1983	51320	1983	other	0.9989627599716187
labour-1983-44-2	Nearly three and a quarter million men and women are now out of work, even on the official count.	51320_1983	51320	1983	other	0.9213960766792297
labour-1983-44-3	Plant after plant forced to close.	51320_1983	51320	1983	other	0.9982460737228394
labour-1983-44-4	Manufacturing production down by a fifth.	51320_1983	51320	1983	Macroeconomics	0.9944503307342529
labour-1983-44-5	Investment cut by a third.	51320_1983	51320	1983	Macroeconomics	0.9264129400253296
labour-1983-44-6	Our domestic markets captured by imports of manufactured goods.	51320_1983	51320	1983	Macroeconomics	0.5743403434753418
labour-1983-45-1	After four years of Mrs. Thatcher, Britain is a poorer country.	51320_1983	51320	1983	Macroeconomics	0.9966944456100464
labour-1983-45-2	We have fared far worse than any other major industrial country.	51320_1983	51320	1983	Macroeconomics	0.9933305382728577
labour-1983-45-3	The unprecedented advantage of North Sea oil and gas - worth, in tax revenues alone, 8p in the pound on income tax - has been squandered, with nothing whatsoever to show for it.	51320_1983	51320	1983	other	0.9992092251777649
labour-1983-46-1	What have all these sacrifices achieved?	51320_1983	51320	1983	other	0.9987599849700928
labour-1983-46-2	Our economy today is weaker, not stronger, than in 1979.	51320_1983	51320	1983	Macroeconomics	0.9969233870506287
labour-1983-46-3	There is no prospect of real economic growth.	51320_1983	51320	1983	other	0.99907386302948
labour-1983-46-4	Indeed, the Tories no longer dare to predict when unemployment will begin to fall.	51320_1983	51320	1983	other	0.9991562366485596
labour-1983-46-5	True enough, inflation, after being forced to record levels by the Tories, has been brought down.	51320_1983	51320	1983	Macroeconomics	0.9967243075370789
labour-1983-46-6	But look at the cost in jobs, in poorer housing, in living standards, and in lost opportunities for our youth.	51320_1983	51320	1983	other	0.7715759873390198
labour-1983-46-7	And now inflation is set to increase again, with interest rates and mortgage rates likely to rise too.	51320_1983	51320	1983	Macroeconomics	0.992241382598877
labour-1983-47-1	The legacy of four Tory years goes beyond unemployment and industrial decline; beyond the damage done to our social services; beyond even the dangerous commitment to new nuclear weapons.	51320_1983	51320	1983	other	0.9991317391395569
labour-1983-47-2	It is expressed in the deep sense of bitterness, distrust and despair now felt among so many sections of the community.	51320_1983	51320	1983	other	0.9987168312072754
labour-1983-47-3	Our task will be to heal these wounds and rekindle among the British people a new sense of unity and common purpose.	51320_1983	51320	1983	other	0.9988403916358948
labour-1983-49-1	Within days of taking office, Labour will begin to implement an emergency programme of action, to bring about a complete change of direction for Britain.	51320_1983	51320	1983	other	0.9983343482017517
labour-1983-49-2	Our priority will be to create jobs and give a new urgency to the struggle for peace.	51320_1983	51320	1983	other	0.9985352754592896
labour-1983-49-3	In many cases we will be able to act immediately.	51320_1983	51320	1983	other	0.9937113523483276
labour-1983-49-4	In others, which involve legislation, they will take longer to bring into effect.	51320_1983	51320	1983	other	0.994265615940094
labour-1983-49-5	But in all cases we shall act swiftly and with determination.	51320_1983	51320	1983	other	0.9911223649978638
labour-1983-50-1	This is what we plan to do.	51320_1983	51320	1983	other	0.9974064230918884
labour-1983-50-2	We will:	51320_1983	51320	1983	other	0.9583365321159363
labour-1983-51-1	Launch a massive programme for expansion.We will: Provide a major increase in public investment, including transport, housing and energy conservation.	51320_1983	51320	1983	other	0.34852489829063416
labour-1983-51-2	Begin a huge programme of construction, so that we can start to build our way out of the slump.	51320_1983	51320	1983	Community Development, Planning and Housing Issues	0.756099283695221
labour-1983-51-3	Halt the destruction of our social services and begin to rebuild them, by providing a substantial increase in resources.	51320_1983	51320	1983	Social Welfare	0.9962330460548401
labour-1983-51-4	Increase investment in industry, especially in new technology with public enterprise taking the lead.	51320_1983	51320	1983	other	0.9975437521934509
labour-1983-51-5	And we will steer new industry and jobs to the regions and the inner cities.	51320_1983	51320	1983	Macroeconomics	0.9808589816093445
labour-1983-51-6	Ensure that the pound is competitive; and hold back prices through action on VAT, rents, rates and fares.	51320_1983	51320	1983	other	0.9810546636581421
labour-1983-51-7	Introduce a crash programme of employment and training, with new job subsidies and allowances.	51320_1983	51320	1983	Labour and Employment	0.9684938788414001
labour-1983-52-1	Begin to rebuild British industry, working within a new framework for planning and industrial democracy.	51320_1983	51320	1983	Macroeconomics	0.9888273477554321
labour-1983-52-2	We will: Agree a new national economic assessment, setting out the prospects for growth in the economy.	51320_1983	51320	1983	Macroeconomics	0.9845044612884521
labour-1983-52-3	Prepare a five-year national plan, in consultation with unions and employers.	51320_1983	51320	1983	other	0.9972400665283203
labour-1983-52-4	Back up these steps with a new National Investment Bank, new industrial powers, and a new Department for Economic and Industrial Planning.	51320_1983	51320	1983	other	0.9978546500205994
labour-1983-52-5	Repeal Tory legislation on industrial relations and make provision for introducing industrial democracy.	51320_1983	51320	1983	Labour and Employment	0.9897065162658691
labour-1983-52-6	Begin the return to public ownership of those public industries sold off by the Tories.	51320_1983	51320	1983	Macroeconomics	0.9819051027297974
labour-1983-53-1	Start to create a fairer Britain, with decent social services for all.	51320_1983	51320	1983	other	0.9960195422172546
labour-1983-53-2	We will: Raise child benefits by £2 a week, and give special help to one-parent families and families with disabled dependants.	51320_1983	51320	1983	Social Welfare	0.9693607091903687
labour-1983-53-3	Uprate the pension in November 1983 by the full amount needed to protect against inflation; and increase pensions by £1.45 a week for a single person and £2.25 for a married couple.	51320_1983	51320	1983	Social Welfare	0.9188467860221863
labour-1983-53-4	Provide more resources for the health service with an increase of at least 3 per cent a year in real terms.	51320_1983	51320	1983	Health	0.9957038760185242
labour-1983-53-5	Improve the personal social services, such as meals on wheels and home helps, with an increase of at least 4 per cent a year in real terms.	51320_1983	51320	1983	Social Welfare	0.9961705803871155
labour-1983-53-6	Spend more on education, including on essential books and equipment; end the assisted places scheme; and stop selection in secondary schools.	51320_1983	51320	1983	Education and Culture	0.996975302696228
labour-1983-53-7	Begin to develop comprehensive care for the under-fives.	51320_1983	51320	1983	Education and Culture	0.995075523853302
labour-1983-53-8	Begin to develop a strategy to eliminate low pay.	51320_1983	51320	1983	Macroeconomics	0.4330401122570038
labour-1983-54-1	Introduce positive action programmes to promote women's rights and opportunities, and appoint a cabinet minister to promote equality between the sexes.	51320_1983	51320	1983	Civil Rights, Minority Issues, Immigration and Civil Liberties	0.9610850811004639
labour-1983-54-2	We will: Strengthen the Equal Pay Act and the Sex Discrimination Act.	51320_1983	51320	1983	Civil Rights, Minority Issues, Immigration and Civil Liberties	0.9808601140975952
labour-1983-54-3	Improve child care and other social services.	51320_1983	51320	1983	Social Welfare	0.9089693427085876
labour-1983-54-4	Take steps to end discrimination in education and training.	51320_1983	51320	1983	Civil Rights, Minority Issues, Immigration and Civil Liberties	0.9797365069389343
labour-1983-54-5	Reverse Tory cuts in maternity rights.	51320_1983	51320	1983	other	0.39531612396240234
labour-1983-54-6	Increase the maternity grant.	51320_1983	51320	1983	Health	0.8661917448043823
labour-1983-55-1	Encourage and assist local authorities to begin a massive programme of house-building and improvement, through an immediate 50 per cent increase in their housing investment programmes.	51320_1983	51320	1983	Community Development, Planning and Housing Issues	0.9876002073287964
labour-1983-55-2	Priority will go to the urgent repair and replacement of run-down estates.	51320_1983	51320	1983	Community Development, Planning and Housing Issues	0.9265825748443604
labour-1983-55-3	We will freeze all rents for the first full year.	51320_1983	51320	1983	Community Development, Planning and Housing Issues	0.979961633682251
labour-1983-56-1	Begin a major programme to stop the waste of energy.	51320_1983	51320	1983	other	0.9958979487419128
labour-1983-56-2	We will stop Sizewell and abandon the Tory PWR programme; and open urgent discussions, with the unions and management in the coal industry, on a new Plan for Coal.	51320_1983	51320	1983	other	0.9991336464881897
labour-1983-57-1	Give more help to public transport, with funds to improve services, keep down fares, and increase investment - especially in rail electrification and better freight facilities.	51320_1983	51320	1983	Transportation	0.9958335161209106
labour-1983-57-2	Councils will be given new powers to support local services.	51320_1983	51320	1983	other	0.9859060049057007
labour-1983-58-1	Act to improve the environment and deal with pollution - including a ban on lead in petrol.	51320_1983	51320	1983	Environment	0.9652301669120789
labour-1983-58-2	An urgent start will be made on improving our inner cities, including action on derelict land and buildings.	51320_1983	51320	1983	Community Development, Planning and Housing Issues	0.9781095385551453
labour-1983-59-1	Introduce a positive action programme for the ethnic minorities.	51320_1983	51320	1983	Civil Rights, Minority Issues, Immigration and Civil Liberties	0.9866766929626465
labour-1983-59-2	We will also introduce citizenship and immigration laws which do not discriminate against either women or black and Asian Britons.	51320_1983	51320	1983	Civil Rights, Minority Issues, Immigration and Civil Liberties	0.9903447031974792
labour-1983-60-1	Give a new priority to open government at local and national levels, and give local communities greater freedom to manage their own affairs.	51320_1983	51320	1983	other	0.9988168478012085
labour-1983-60-2	We will also introduce an early Bill to abolish the legislative powers of the House of Lords.	51320_1983	51320	1983	other	0.997814416885376
labour-1983-61-1	In international policy, we shall take new initiatives to promote peace and development.	51320_1983	51320	1983	other	0.9989043474197388
labour-1983-61-2	We will: Cancel the Trident programme, refuse to deploy Cruise missiles and begin discussions for the removal of nuclear bases from Britain, which is to be completed within the lifetime of the Labour government.	51320_1983	51320	1983	other	0.9989238381385803
labour-1983-61-3	Ban arms sales to repressive regimes.	51320_1983	51320	1983	other	0.9988372921943665
labour-1983-61-4	Increase aid to developing countries towards the UN target of 0.7 per cent.	51320_1983	51320	1983	other	0.9987785220146179
labour-1983-61-5	Re-establish a separate Ministry of Overseas Development.	51320_1983	51320	1983	other	0.9987881779670715
labour-1983-61-6	Take action to protect the status of refugees in Britain.	51320_1983	51320	1983	other	0.9974526762962341
labour-1983-62-1	We will also open immediate negotiations with our EEC partners, and introduce the necessary legislation, to prepare for Britain's withdrawal from the EEC, to be completed well within the lifetime of the Labour government.	51320_1983	51320	1983	other	0.998746395111084
labour-1983-64-1	Labour's emergency programme of action will get Britain on the road to recovery.	51320_1983	51320	1983	other	0.9986023306846619
labour-1983-64-2	But on its own it will not be enough to establish a fairer, more prosperous, more caring Britain.	51320_1983	51320	1983	other	0.99853515625
labour-1983-65-1	The programme we set out in the pages which follow is, therefore, for a full, five-year term of office.	51320_1983	51320	1983	other	0.9987879395484924
labour-1983-65-2	Clearly, we cannot do everything at once.	51320_1983	51320	1983	other	0.998027503490448
labour-1983-65-3	The economy has been dangerously weakened by the Tories, and Britain is considerably poorer than when we were last in government.	51320_1983	51320	1983	Macroeconomics	0.9949504137039185
labour-1983-65-4	The world recession could hamper our plans for economic revival.	51320_1983	51320	1983	other	0.9988119602203369
labour-1983-66-1	Moreover, our proposals add up to a considerable increase in public spending.	51320_1983	51320	1983	other	0.9988920092582703
labour-1983-66-2	Our programme is thus heavily dependent upon the achievement of our basic objectives: namely, a large and sustained increase in the nation's output and income and a matching decline in the numbers out of work.	51320_1983	51320	1983	other	0.9954656958580017
labour-1983-66-3	It is this that will make the resources available for higher public spending programmes and cut the enormous cost of unemployment.	51320_1983	51320	1983	other	0.9863415360450745
labour-1983-66-4	Even so, some of our commitments will be phased in over a number of years.	51320_1983	51320	1983	other	0.9876036047935486
labour-1983-66-5	At each stage, clearly, we shall have to choose carefully our priorities.	51320_1983	51320	1983	other	0.9947239756584167
labour-1983-68-1	The present hideous level of unemployment is not an accident It is the direct result of the policies of this government.	51320_1983	51320	1983	Macroeconomics	0.9960857629776001
labour-1983-68-2	The Tories have cut public investment and services, and increased taxes, taking spending power out of the economy and destroying jobs in both public and private sectors alike.	51320_1983	51320	1983	other	0.9989036321640015
labour-1983-68-3	They have forced up interest rates and kept the pound too high - a combination that has crippled British industry, and helped lose us markets at home and abroad.	51320_1983	51320	1983	Macroeconomics	0.9919331669807434
labour-1983-69-1	Our approach is different.	51320_1983	51320	1983	other	0.9967591166496277
labour-1983-69-2	We will expand the economy, by providing a strong and measured increase in spending.	51320_1983	51320	1983	Macroeconomics	0.9968883395195007
labour-1983-69-3	Spending money creates jobs.	51320_1983	51320	1983	Macroeconomics	0.9923461675643921
labour-1983-69-4	Money spent on railway electrification means jobs, not only in construction, but also in the industries that supply the equipment - as well as faster and better trains.	51320_1983	51320	1983	other	0.9243800044059753
labour-1983-69-5	If we increase pensions and child benefits, it means more spending power for the elderly and for parents, more bought in shops, more orders for goods, and more jobs in the factories.	51320_1983	51320	1983	Macroeconomics	0.9929879307746887
labour-1983-69-6	More spending means that the economy will begin to expand: and growth will provide the new wealth for higher wages and better living standards, the right climate for industry to invest, and more resources for the public services.	51320_1983	51320	1983	Macroeconomics	0.9966322779655457
labour-1983-70-1	Our central aim will be to reduce unemployment to below a million within five years of taking office.	51320_1983	51320	1983	Macroeconomics	0.9958633184432983
labour-1983-70-2	We recognise the enormous scale of this task.	51320_1983	51320	1983	other	0.9908769726753235
labour-1983-70-3	When we set this as our target, unemployment was 2.8 million, according to the official figures.	51320_1983	51320	1983	Macroeconomics	0.9963805079460144
labour-1983-70-4	On this basis it is now at least 3.2 million.	51320_1983	51320	1983	other	0.9974460601806641
labour-1983-70-5	Our target will thus be all the more difficult to achieve.	51320_1983	51320	1983	other	0.9969114661216736
labour-1983-70-6	It remains, however, the central objective of our economic policy.	51320_1983	51320	1983	other	0.9988728165626526
labour-1983-71-1	To achieve it we will need five years of economic growth, with a Labour government carrying through all of the industrial, financial and economic policies outlined here.	51320_1983	51320	1983	other	0.5270639061927795
labour-1983-71-2	But we will also work with other governments - especially socialist governments - to bring about a co-ordinated expansion of our economies.	51320_1983	51320	1983	other	0.9991082549095154
labour-1983-72-1	Economic expansion will make it possible to end the waste of mass unemployment.	51320_1983	51320	1983	Macroeconomics	0.7186006903648376
labour-1983-72-2	But it will also reduce the human costs of unemployment - the poverty, the broken homes, the increase in illness and suicides.	51320_1983	51320	1983	Macroeconomics	0.8902813792228699
labour-1983-72-3	And it will provide the resources we need to increase social spending, as we must, at least in line with the growth of the economy.	51320_1983	51320	1983	Social Welfare	0.9914416670799255
labour-1983-74-1	Given our commitment to increase public spending, it is right that people should ask: how will we pay for it?	51320_1983	51320	1983	other	0.9894735217094421
labour-1983-75-1	It would be wrong to finance the initial boost to spending by increasing taxation.	51320_1983	51320	1983	Macroeconomics	0.995358407497406
labour-1983-75-2	Only if ours was a fully employed economy would this be the right way of doing it.	51320_1983	51320	1983	Macroeconomics	0.8258472681045532
labour-1983-75-3	But our economy today is chronically under-employed.	51320_1983	51320	1983	Macroeconomics	0.9934614896774292
labour-1983-75-4	We have people out of work, idle plant, and unused savings.	51320_1983	51320	1983	other	0.9980217218399048
labour-1983-75-5	To finance expansion by increasing taxation in these circumstances would be wrong.	51320_1983	51320	1983	Macroeconomics	0.9543209671974182
labour-1983-75-6	For the increased spending in one part of the economy would be cancelled out by decreased expenditure elsewhere.	51320_1983	51320	1983	Macroeconomics	0.9916919469833374
labour-1983-75-7	Of course, once the economy gets much nearer to full employment, some taxes will have to be increased, both to shift the tax balance towards those who can best afford to pay, and to help finance our social programme.	51320_1983	51320	1983	Macroeconomics	0.9922100305557251
labour-1983-76-1	Like any other expanding industrial enterprise, we shall borrow to finance our programme of investment.	51320_1983	51320	1983	Macroeconomics	0.9962409734725952
labour-1983-76-2	This is better than borrowing, as the Tories are doing, in order to pay for the dole queue or to provide finance for the Argentine government to buy arms.	51320_1983	51320	1983	other	0.9989520311355591
labour-1983-77-1	There is no shortage of savings in the country available for borrowing today.	51320_1983	51320	1983	other	0.9990792274475098
labour-1983-77-2	Indeed, vast amounts of British money - more than the government's total borrowing requirement last year - are flowing into overseas investment.	51320_1983	51320	1983	other	0.9964776635169983
labour-1983-77-3	For with our present slump, there is not the demand for investment here.	51320_1983	51320	1983	other	0.9325459599494934
labour-1983-78-1	But the scale of borrowing will not be nearly as great as the increase in spending.	51320_1983	51320	1983	other	0.9983841180801392
labour-1983-78-2	Spending generates new income and new savings.	51320_1983	51320	1983	Macroeconomics	0.9955378770828247
labour-1983-78-3	As the economy recovers we shall be able to spend less on keeping people unemployed.	51320_1983	51320	1983	Macroeconomics	0.7120310068130493
labour-1983-78-4	And when people get jobs they will also pay income tax and spend more on goods which are taxed.	51320_1983	51320	1983	other	0.8402150869369507
labour-1983-78-5	Last year benefit payments, and tax revenues foregone - because of unemployment - cost the nation some £17,000 million.	51320_1983	51320	1983	Social Welfare	0.574291467666626
labour-1983-78-6	There are also important savings to be made by cancelling the present government 5 massive expenditure programmes on Trident and on PWR nuclear reactors.	51320_1983	51320	1983	other	0.9971104860305786
labour-1983-80-1	At the heart of our programme is Labour's new partnership with the trade unions.	51320_1983	51320	1983	other	0.9932588338851929
labour-1983-80-2	Our policies have been worked out with them.	51320_1983	51320	1983	other	0.998156726360321
